#SN	age	age-uncert	age+uncert
1166	2.247269630432129	1.0449612140655518	0.5020372271537781
1253	3.1879591941833496	1.7951992750167847	1.3277945518493652
1371	0.018266914412379265	0.0012231857981532812	0.0009298059158027172
1580	0.006569737568497658	0.0003855482500512153	0.00043169112177565694
1688	0.5841857194900513	0.04443315044045448	0.039705485105514526
2017	1.643418550491333	0.0973108559846878	0.08332575857639313
2165	1.4011757373809814	0.7730380296707153	0.6798635721206665
2330	0.009380084462463856	0.06127892807126045	0.005257845390588045
2372	1.8473438024520874	0.24143366515636444	0.23067139089107513
2422	1.283154845237732	1.26261568069458	0.6592779755592346
2533	0.9175532460212708	0.8481301665306091	0.3778345286846161
2635	2.3744149208068848	0.6001979112625122	0.48423099517822266
2789	1.7788662910461426	0.19627805054187775	0.12692081928253174
3080	1.9203147888183594	0.33613041043281555	0.29438668489456177
3256	1.437578797340393	0.30086156725883484	0.24372084438800812
3377	1.42289137840271	1.0938748121261597	0.6638222932815552
3451	1.8255163431167603	0.1535729318857193	0.11447527259588242
3452	1.5932666063308716	0.7269600033760071	0.6800055503845215
3592	1.7279475927352905	0.11117087304592133	0.10350806266069412
4000	1.6468970775604248	0.0552094541490078	0.04571065679192543
4046	3.1143460273742676	2.494516611099243	1.6559405326843262
4241	1.4202454090118408	0.808681845664978	0.6859199404716492
4577	2.2658731937408447	1.5083783864974976	0.9211787581443787
4679	1.2581250667572021	0.8019778728485107	0.6848487257957458
5103	2.150481700897217	1.4052499532699585	1.173466682434082
5183	1.1033761501312256	0.89921635389328	0.5780616998672485
5391	1.26018488407135	0.7834105491638184	0.6327850222587585
5533	2.106874465942383	0.4517052471637726	0.40858757495880127
5736	0.7114957571029663	0.23021933436393738	0.14600591361522675
5737	1.3641176223754883	0.6523803472518921	0.5957074165344238
5944	5.364638805389404	0.1419522762298584	0.13646556437015533
5957	0.6685883402824402	0.04138588905334473	0.0400940477848053
6100	0.664463996887207	0.08467358350753784	0.07498862594366074
6196	1.792955756187439	0.5723474025726318	0.12303389608860016
6777	1.7108848094940186	0.10622260719537735	0.07560913264751434
6936	0.01181509718298912	0.013877229765057564	0.002378306817263365
7143	0.7140942215919495	0.1740654557943344	0.0929732695221901
7847	2.7802846431732178	0.3141558766365051	0.7887712717056274
8213	0.0050709908828139305	0.001945583731867373	0.0029772508423775434
8598	1.4209246635437012	0.5466117262840271	0.6729716658592224
8719	2.3255367279052734	1.1978318691253662	0.8701139092445374
9207	0.6924169659614563	0.0692058578133583	0.07434529066085815
9457	3.2839441299438477	1.6354328393936157	1.4027131795883179
10550	0.6820715069770813	0.056817974895238876	0.05894841253757477
12781	1.218625783920288	0.07629196345806122	0.07295981794595718
12843	3.2108144760131836	0.05315924063324928	0.03961500898003578
12856	2.3150532245635986	0.7799050211906433	0.5960190296173096
12860	0.013407089747488499	0.00921711791306734	0.001688805758021772
12898	1.5991328954696655	0.2509310841560364	0.21747371554374695
12930	3.4006145000457764	0.1833396703004837	0.2333509773015976
12950	2.606703519821167	0.25280502438545227	0.2398446649312973
12972	0.6554456353187561	0.19677028059959412	0.12646232545375824
13044	2.371143341064453	0.9054173231124878	0.679480254650116
13070	1.278551459312439	0.4053153693675995	0.35704994201660156
13305	0.698100209236145	0.0517953597009182	0.03852319344878197
13354	2.15499210357666	1.0545347929000854	0.1711784154176712
13411	1.7584577798843384	1.0941823720932007	0.8017755746841431
13425	6.223863124847412	1.8055801391601562	2.102477788925171
13506	1.606502652168274	0.09978850930929184	0.10593108087778091
13511	5.0534987449646	0.5516718626022339	0.6255630850791931
13578	1.502624750137329	0.9694757461547852	0.8086434602737427
13641	1.5364218950271606	1.0751436948776245	0.938829243183136
13736	2.2850630283355713	0.6757313013076782	0.6262219548225403
13796	2.022210121154785	0.12857426702976227	0.07568307220935822
13835	1.5242968797683716	0.2151940017938614	0.252739816904068
13894	0.1303241103887558	0.575042724609375	0.08977555483579636
13934	1.7443420886993408	0.2819719612598419	0.19610662758350372
14019	1.0286729335784912	1.3030732870101929	0.7708307504653931
14108	2.1943604946136475	1.8719918727874756	1.047231674194336
14212	3.1467511653900146	0.6930216550827026	0.6797333359718323
14261	0.23019078373908997	0.28752371668815613	0.10070938616991043
14331	0.7766433358192444	0.2606745958328247	0.12913548946380615
14397	0.6062654852867126	0.1505281925201416	0.046074140816926956
14437	6.994851589202881	0.7725574374198914	0.7505165338516235
14456	3.1247453689575195	1.7593554258346558	1.3873727321624756
14481	3.449215888977051	0.391658753156662	0.34768322110176086
14735	0.6447808146476746	0.052885040640830994	0.048637330532073975
14782	7.147073268890381	0.1447870433330536	0.11763552576303482
14815	2.118661880493164	1.531135082244873	1.1993283033370972
14846	1.8463762998580933	0.05885150283575058	0.048486512154340744
14871	2.5027928352355957	1.1566283702850342	0.8870093822479248
14979	0.011652760207653046	0.0022868486121296883	0.0020767063833773136
15132	1.6467456817626953	0.7296133041381836	0.661768913269043
15201	7.123218536376953	0.20245027542114258	0.21052630245685577
15203	0.0063334982842206955	0.0005513959913514555	0.0006539970636367798
15213	1.6896792650222778	0.15094071626663208	0.12811559438705444
15217	1.765326976776123	0.510108470916748	0.3178623914718628
15219	1.2730498313903809	0.26469141244888306	0.19224785268306732
15229	1.5629124641418457	0.7359094023704529	0.6790586113929749
15259	1.7958450317382812	1.2645106315612793	0.866083025932312
15287	5.72324275970459	1.5079809427261353	1.8196592330932617
15354	6.335159778594971	0.6377393007278442	0.9013810157775879
15356	3.6214141845703125	1.7826725244522095	1.4783161878585815
15369	1.4680918455123901	1.006333351135254	0.81252121925354
15383	1.7903798818588257	0.3135298490524292	0.16833902895450592
15421	1.586571216583252	0.9157004952430725	0.2372094839811325
15425	3.1877925395965576	0.09949515759944916	0.09282423555850983
15440	1.8605331182479858	0.35901936888694763	0.16123203933238983
15443	1.7273200750350952	0.07201841473579407	0.07884428650140762
15453	1.5785621404647827	0.8602591156959534	0.7242749333381653
15456	0.6543744802474976	0.06513379514217377	0.05451120063662529
15459	2.1695685386657715	0.6694348454475403	0.5861829519271851
15461	0.008778371848165989	0.00112357537727803	0.001247598440386355
15466	1.6857823133468628	0.08326069265604019	0.07389533519744873
15467	0.009107745252549648	0.0009581344202160835	0.0009436344262212515
15504	1.8032000064849854	0.20139749348163605	0.1398371309041977
15508	2.556533098220825	0.5322283506393433	0.49881452322006226
15583	0.7247636318206787	0.5216059684753418	0.3417937755584717
15648	7.071511745452881	0.07329410314559937	0.09461218118667603
15704	1.5175507068634033	0.15133513510227203	0.8510061502456665
15776	1.7114979028701782	0.11162088066339493	0.08386939764022827
15872	1.5050188302993774	0.23900608718395233	0.4043663740158081
15897	0.005736021790653467	0.00038511879392899573	0.00029172099311836064
15901	2.26703143119812	0.5432645678520203	0.5807363390922546
16000	1.1355688571929932	0.8443049788475037	0.6434206366539001
16072	1.9538074731826782	1.2410026788711548	0.25791463255882263
16073	1.5703974962234497	0.1889599710702896	0.20546239614486694
16099	2.1650819778442383	0.5283049941062927	0.23885604739189148
16100	4.578371524810791	2.1796364784240723	2.061248540878296
16106	1.8157949447631836	0.6834904551506042	0.09292846918106079
16185	1.0865423679351807	0.3473885655403137	0.25100791454315186
16232	2.1502187252044678	1.1203868389129639	0.8259085416793823
17168	2.210930347442627	0.6514126062393188	0.6625967025756836
17332	0.005566725041717291	0.0005073944921605289	0.0032142819836735725
17366	3.5185232162475586	1.7411963939666748	0.32699865102767944
17389	0.01091761328279972	0.0031962967477738857	0.004542192444205284
17497	1.7655539512634277	0.51543790102005	1.5345385074615479
17552	1.935020923614502	0.3693007826805115	0.23689977824687958
17568	1.548530101776123	1.4259634017944336	1.5260437726974487
17629	3.2582640647888184	0.0629662573337555	0.04418618232011795
17745	2.5285730361938477	0.6921788454055786	0.5447494387626648
17791	0.682490885257721	0.4661213457584381	0.20698422193527222
17801	2.748035430908203	0.17450062930583954	0.7878188490867615
17809	0.6729016304016113	0.13389401137828827	0.10000324249267578
17811	5.22420597076416	2.485114336013794	2.8902761936187744
17875	1.5285625457763672	0.30871352553367615	0.2784087359905243
17884	2.3863394260406494	0.5148530602455139	0.541465699672699
18091	0.6997636556625366	0.6035462021827698	0.07306936383247375
18241	1.702785849571228	0.9611900448799133	0.6227972507476807
18323	2.734145164489746	1.2226094007492065	1.271196722984314
18375	0.8595057129859924	0.11906437575817108	0.10269799828529358
18415	7.066925048828125	0.0641700029373169	0.08251521736383438
18485	1.6696702241897583	0.09029290825128555	0.06872642040252686
18486	1.7030396461486816	1.4249035120010376	0.8537639379501343
18602	2.2357516288757324	1.6075330972671509	1.5027127265930176
18604	6.971940040588379	0.13244757056236267	0.1979382336139679
18612	1.0357534885406494	0.08135775476694107	0.0731767863035202
18617	0.6731709837913513	0.21544881165027618	0.13111649453639984
18650	2.163362741470337	1.2955034971237183	0.9017797708511353
18721	1.6127080917358398	0.07924841344356537	0.07602202892303467
18749	3.8158469200134277	0.2139073759317398	0.2588408887386322
18751	2.0269052982330322	0.23530524969100952	0.20769678056240082
18782	1.631790280342102	0.06920535862445831	0.05523931607604027
18890	2.198054075241089	0.2473614513874054	0.22648996114730835
18927	5.615974426269531	2.1836562156677246	1.9357812404632568
18940	0.7255701422691345	0.6323925256729126	0.06723994016647339
18945	0.7641742825508118	0.3721429705619812	0.14561110734939575
18965	1.926928997039795	0.08242274820804596	0.08918087184429169
19002	1.6433970928192139	0.06095508486032486	0.047893330454826355
19008	1.1293922662734985	0.3713565766811371	0.26694947481155396
19027	0.6629990339279175	0.2777006924152374	0.14376695454120636
19029	0.6499337553977966	0.10494781285524368	0.0875408723950386
19033	0.5304783582687378	0.15016455948352814	0.10340319573879242
19149	1.8121925592422485	1.1366451978683472	0.6886674165725708
19174	3.919062852859497	0.17449228465557098	0.19778324663639069
19211	0.9779550433158875	0.8112516403198242	0.3641561269760132
19230	2.8910210132598877	0.42657220363616943	0.8694138526916504
19282	1.6500412225723267	0.8571957349777222	0.701603353023529
19341	3.593487024307251	0.37963324785232544	0.4138447940349579
19353	6.595240116119385	0.3030731678009033	0.2873126268386841
19425	0.005635133478790522	0.0006944604683667421	0.0034646952990442514
19543	1.7689610719680786	1.6282833814620972	1.2105580568313599
19596	0.7376379370689392	0.6511855721473694	0.23099642992019653
19604	5.637906551361084	2.0151734352111816	2.4352521896362305
19626	1.7291014194488525	0.20623508095741272	0.1876533180475235
19632	1.7397352457046509	0.16786415874958038	0.11247433722019196
19658	1.8821392059326172	1.5937572717666626	0.9828366041183472
19757	3.419962167739868	1.4253017902374268	1.2245339155197144
19775	1.611424207687378	0.3978798985481262	0.23217517137527466
19818	0.6649342775344849	0.049753837287425995	0.05080877244472504
19913	1.6295592784881592	0.534949779510498	0.26828905940055847
19940	8.600478172302246	1.296301245689392	1.7761510610580444
19969	1.6951985359191895	0.042198505252599716	0.044562846422195435
19990	4.512364864349365	1.1666598320007324	1.0620167255401611
20040	1.947643518447876	0.7994678020477295	0.44541555643081665
20048	7.159796714782715	0.23693634569644928	0.21632172167301178
20064	0.09456527233123779	0.00965575035661459	0.008041503839194775
20106	1.7648082971572876	1.0807372331619263	0.8034497499465942
20111	5.931522369384766	1.0490684509277344	1.3219265937805176
20184	0.5901551842689514	0.27301061153411865	0.16977353394031525
20227	1.7658069133758545	0.2213013619184494	0.1529681533575058
20350	7.057706356048584	0.04365566000342369	0.06687349826097488
20364	1.986735224723816	0.24883556365966797	0.17288126051425934
